1,101,43471,43490
1,78,43496,43505
1,183,43513,43527
1,26,43534,43536
1,38,43543,43548
1,23,43549,43556
1,79,43561,43564
1,33,43567,43584
1,188,43585,43593
1,48,43596,43610
1,68,43616,43636
1,114,43646,43664
1,184,43674,43687
1,114,43692,43703
1,37,43711,43725
1,71,43726,43746
1,161,43752,43754
1,148,43763,43776
1,140,43778,43797
1,129,43806,43816
1,193,43818,43824
1,99,43827,43829
2,104,43479,43497
2,18,43509,43511
2,106,43515,43516
2,189,43518,43534
2,199,43537,43555
2,94,43569,43578
2,108,43586,43595
2,27,43598,43603
2,80,43607,43623
2,94,43624,43632
2,88,43638,43650
2,166,43660,43668
2,153,43672,43679
2,32,43688,43703
2,110,43708,43728
2,36,43741,43748
2,59,43761,43767
2,43,43774,43793
2,103,43799,43806
2,35,43808,43824
2,18,43830,0
3,133,43469,43486
3,75,43532,43534
3,121,43566,43577
3,12,43622,43631
3,44,43646,43652
3,92,43680,43694
3,85,43712,43723
3,85,43728,43734
4,184,43517,43530
4,86,43558,43564
4,26,43655,43669
4,131,43696,43714
5,146,43471,43476
5,86,43482,43492
5,147,43505,43520
5,191,43526,43533
5,65,43534,43538
5,31,43547,43553
5,78,43554,43559
5,119,43560,43569
5,174,43579,43592
5,63,43602,43604
5,175,43610,43613
5,94,43625,43640
5,189,43648,43650
5,65,43654,43671
5,57,43672,43682
5,102,43694,43698
5,171,43709,43725
5,77,43733,43736
5,117,43746,43761
5,27,43768,43782
5,69,43790,43802
5,181,43804,43820
6,24,43478,43484
6,96,43493,43503
6,21,43516,43534
6,59,43539,43559
6,154,43565,43582
6,165,43596,43599
6,144,43602,43620
6,187,43630,43650
6,90,43653,43661
6,134,43675,43693
6,4,43700,43703
6,145,43710,43723
6,90,43737,43754
6,135,43760,43774
6,49,43787,43801
6,66,43811,43814
6,158,43820,43827
6,120,43830,0
7,119,43451,43466
7,2,43478,43494
7,8,43497,43509
7,71,43513,43531
7,6,43535,43550
7,137,43553,43562
7,41,43571,43591
7,67,43602,43606
7,23,43613,43620
7,16,43623,43625
7,184,43637,43657
7,187,43670,43675
7,84,43678,43684
7,3,43687,43689
7,155,43690,43694
7,77,43695,43696
7,125,43699,43714
7,152,43715,43729
7,115,43738,43748
7,31,43757,43775
7,198,43780,43796
7,147,43807,43819
8,105,43473,43487
8,181,43505,43507
8,174,43512,43527
8,131,43543,43545
8,104,43546,43552
8,194,43572,43587
8,18,43608,43625
8,144,43637,43655
8,74,43668,43675
8,60,43692,43708
8,185,43722,43739
8,138,43757,43766
8,115,43782,43802
8,88,43808,43820
8,167,43826,0
9,2,43493,43494
9,120,43530,43535
9,106,43536,43547
9,162,43574,43590
9,160,43596,43597
9,155,43603,43607
9,82,43617,43629
9,38,43642,43659
9,42,43670,43683
10,150,43457,43471
10,141,43491,43510
10,192,43520,43535
10,5,43539,43551
10,113,43562,43573
10,59,43578,43592
10,77,43603,43617
10,112,43621,43625
10,187,43629,43641
10,102,43658,43663
10,166,43678,43687
10,180,43707,43711
10,95,43728,43745
10,149,43753,43758
10,110,43773,43793
10,186,43812,43821
11,171,43470,43478
11,15,43490,43499
11,117,43508,43524
11,138,43537,43557
11,67,43561,43570
11,199,43571,43575
11,123,43582,43589
11,25,43597,43605
11,56,43618,43627
11,179,43634,43647
11,21,43659,43675
11,56,43687,43692
11,62,43694,43702
11,65,43706,43713
11,197,43722,43725
11,9,43731,43751
11,164,43761,43772
11,144,43782,43793
11,17,43797,43798
11,191,43806,43821
12,30,43474,43485
12,170,43486,43487
12,54,43495,43500
12,160,43501,43504
12,98,43515,43531
12,160,43541,43548
12,92,43555,43573
12,117,43580,43591
12,64,43594,43603
12,19,43613,43632
12,198,43642,43656
12,54,43662,43668
12,128,43674,43683
12,145,43689,43692
12,119,43699,43712
12,87,43722,43738
12,23,43745,43763
12,192,43772,43773
12,134,43778,43784
12,81,43792,43804
12,186,43812,43818
12,70,43821,43827
13,126,43759,43774
14,33,43478,43493
14,87,43498,43504
14,111,43521,43535
14,135,43538,43551
14,198,43565,43577
14,123,43584,43594
14,155,43595,43598
14,68,43606,43620
14,57,43631,43635
14,2,43649,43665
14,96,43676,43689
14,107,43699,43711
14,27,43723,43726
14,92,43738,43748
14,190,43755,43756
14,99,43760,43776
14,10,43792,43810
14,69,43817,43829
15,134,43472,43478
15,14,43485,43487
15,33,43493,43508
15,166,43513,43533
15,1,43534,43544
15,58,43546,43551
15,116,43557,43570
15,7,43574,43594
15,105,43598,43617
15,48,43628,43637
15,94,43648,43663
15,141,43669,43687
15,184,43688,43690
15,69,43699,43713
15,29,43724,43737
15,55,43749,43761
15,99,43770,43789
15,112,43794,43802
15,182,43812,43819
15,118,43825,0
16,182,43465,43473
16,144,43490,43497
16,173,43499,43514
16,110,43530,43548
16,126,43566,43573
16,160,43580,43587
16,34,43589,43590
16,73,43603,43609
16,51,43619,43636
16,132,43639,43651
16,47,43669,43676
16,42,43696,43704
16,199,43705,43709
16,98,43710,43717
16,24,43732,43751
16,37,43755,43764
16,70,43768,43781
16,172,43788,43806
17,28,43468,43482
17,64,43488,43491
17,123,43500,43518
17,69,43529,43547
17,82,43558,43577
17,65,43586,43597
17,71,43604,43623
17,64,43624,43638
17,45,43649,43667
17,178,43679,43697
17,172,43706,43707
17,152,43709,43720
17,17,43725,43745
17,61,43755,43768
17,95,43779,43791
17,87,43796,43813
17,2,43823,43826
17,42,43830,0
18,159,43535,43545
18,192,43579,43580
18,94,43644,43649
18,58,43712,43729
19,168,43468,43482
19,186,43493,43513
19,60,43535,43548
19,23,43562,43574
19,118,43592,43596
19,134,43617,43632
19,114,43651,43654
19,29,43677,43680
19,40,43703,43708
19,5,43726,43744
19,119,43747,43762
19,21,43781,43795
19,60,43810,43823
20,24,43456,43474
20,123,43478,43484
20,55,43486,43496
20,26,43502,43517
20,196,43524,43540
20,133,43547,43555
20,191,43564,43570
20,16,43572,43591
20,90,43599,43610
20,170,43615,43631
20,46,43639,43652
20,8,43656,43675
20,188,43681,43700
20,81,43704,43708
20,162,43713,43725
20,3,43727,43737
20,1,43743,43748
20,77,43758,43764
20,163,43765,43781
20,49,43782,43785
20,139,43789,43799
20,53,43802,43809
20,39,43813,43822
20,141,43825,43830
21,135,43479,43487
21,19,43488,43502
21,65,43509,43512
21,115,43515,43533
21,78,43540,43543
21,17,43551,43561
21,103,43571,43589
21,111,43595,43608
21,102,43611,43612
21,171,43622,43635
21,33,43637,43648
21,128,43650,43658
21,30,43666,43679
21,176,43692,43699
21,93,43701,43704
21,104,43708,43723
21,48,43731,43745
21,125,43749,43757
21,47,43769,43789
21,78,43791,43810
21,144,43819,43828
22,110,43459,43470
22,29,43483,43484
22,65,43486,43490
22,103,43493,43509
22,101,43521,43532
22,88,43535,43548
22,43,43550,43559
22,139,43566,43579
22,148,43586,43601
22,97,43606,43612
22,112,43627,43645
22,9,43657,43674
22,95,43681,43698
22,1,43713,43717
22,51,43723,43738
22,131,43744,43756
22,171,43759,43764
22,165,43780,43781
22,197,43793,43805
22,7,43812,43821
22,69,43830,0
23,85,43479,43480
23,120,43486,43494
23,184,43518,43532
23,6,43550,43565
23,118,43573,43576
23,174,43599,43601
23,132,43610,43613
23,42,43639,43652
23,177,43666,43673
23,196,43684,43690
23,88,43697,43702
23,172,43725,43741
23,60,43742,43748
23,103,43749,43751
24,143,43463,43468
24,23,43477,43494
24,43,43504,43510
24,76,43515,43530
24,161,43542,43554
24,158,43562,43575
24,12,43582,43599
24,43,43611,43621
24,151,43630,43631
24,154,43642,43643
24,5,43655,43672
24,91,43674,43679
24,22,43684,43702
24,13,43705,43722
24,168,43727,43746
24,108,43757,43764
24,183,43775,43788
24,100,43790,43796
24,136,43800,43816
24,78,43820,0
25,123,43479,43482
25,63,43485,43491
25,9,43496,43505
25,199,43512,43522
25,160,43530,43536
25,128,43548,43557
25,18,43590,43606
25,111,43624,43644
25,46,43649,43662
25,176,43686,43689
25,108,43706,43717
26,159,43481,43492
26,161,43507,43514
26,191,43531,43533
26,54,43558,43574
26,142,43585,43597
26,100,43627,43638
26,128,43654,43674
26,131,43691,43705
26,22,43710,43714
26,153,43745,43748
26,66,43760,43776
27,36,43480,43481
27,58,43484,43501
27,7,43502,43515
27,87,43528,43546
27,28,43552,43557
27,168,43562,43572
27,9,43582,43588
27,123,43601,43613
27,108,43629,43637
27,125,43640,43658
27,45,43672,43677
27,164,43683,43696
27,177,43705,43716
27,70,43727,43745
27,139,43759,43775
27,70,43780,43796
27,45,43800,43816
27,2,43822,43826
28,147,43479,43493
28,134,43505,43524
28,122,43531,43538
28,57,43549,43560
28,93,43602,43616
28,165,43624,43642
28,102,43682,43693
28,45,43729,43749
29,111,43452,43466
29,54,43521,43526
29,191,43570,43585
29,93,43599,43615
29,136,43632,43636
29,120,43640,43647
29,92,43667,43676
30,100,43474,43475
30,138,43484,43490
30,48,43499,43514
30,112,43519,43538
30,189,43549,43559
30,59,43565,43573
30,134,43586,43603
30,83,43609,43624
30,38,43633,43641
30,50,43643,43662
30,97,43674,43680
30,126,43684,43689
30,64,43692,43703
30,100,43717,43728
30,60,43730,43744
30,109,43750,43756
30,16,43758,43777
30,189,43780,43800
30,130,43808,43817
30,23,43819,0
31,14,43451,43466
31,124,43472,43487
31,146,43488,43507
31,152,43513,43519
31,12,43523,43533
31,191,43542,43549
31,67,43555,43568
31,22,43578,43588
31,170,43589,43592
31,69,43598,43616
31,83,43626,43642
31,90,43650,43657
31,69,43659,43669
31,161,43672,43680
31,200,43686,43703
31,137,43713,43724
31,192,43727,43740
31,45,43744,43754
31,195,43756,43760
31,165,43768,43782
31,111,43788,43807
31,34,43816,0
32,18,43451,43466
32,97,43476,43491
32,8,43497,43511
32,10,43523,43527
32,98,43535,43554
32,6,43559,43578
32,57,43582,43584
32,65,43585,43590
32,184,43591,43599
32,91,43610,43630
32,74,43632,43646
32,136,43655,43673
32,141,43675,43686
32,163,43692,43708
32,68,43715,43735
32,170,43740,43757
32,58,43768,43773
32,198,43776,43794
32,63,43800,43805
32,103,43810,43813
32,45,43826,0
33,133,43479,43491
33,191,43509,43515
33,157,43531,43549
33,53,43552,43556
33,42,43574,43586
33,185,43604,43609
33,79,43630,43647
33,172,43649,43665
33,56,43672,43682
33,53,43698,43715
33,147,43721,43723
33,193,43739,43752
33,180,43768,43786
33,195,43794,43813
33,168,43831,0
34,98,43482,43492
34,18,43504,43508
34,5,43540,43550
34,18,43575,43577
34,164,43595,43612
34,15,43620,43635
34,130,43661,43669
34,83,43702,43722
34,190,43754,43761
34,17,43772,43785
35,163,43564,43572
35,7,43644,43660
36,28,43471,43482
36,5,43486,43499
36,104,43503,43505
36,140,43514,43518
36,119,43526,43528
36,107,43534,43539
36,151,43547,43554
36,29,43557,43576
36,86,43585,43587
36,90,43589,43593
36,168,43601,43613
36,82,43620,43628
36,46,43637,43641
36,173,43642,43649
36,87,43657,43667
36,88,43677,43695
36,197,43705,43723
36,58,43724,43740
